round,accuracy,reward
10,0.885,0.05572000000000006
20,0.8919,0.06061000000000005
30,0.8943,0.07635000000000002
40,0.8966,0.07837999999999992
50,0.8881,0.07263000000000001
60,0.889,0.14402000000000004
70,0.1,-0.0060799999999999995
80,0.1,-0.0060799999999999995
90,0.1,-0.0060799999999999995
100,0.1,-0.0060799999999999995
110,0.1,-0.0060799999999999995
120,0.1,-0.0060799999999999995
130,0.1,-0.0060799999999999995
140,0.1,-0.0060799999999999995
150,0.1,-0.0060799999999999995
160,0.1,-0.0060799999999999995
170,0.1,-0.0060799999999999995
180,0.1,-0.0060799999999999995
190,0.1,-0.0060799999999999995
200,0.1,-0.0060799999999999995
210,0.1,-0.0060799999999999995
220,0.1,-0.0060799999999999995
230,0.1,-0.0060799999999999995
240,0.1,-0.0060799999999999995
250,0.1,-0.0060799999999999995
260,0.1,-0.0060799999999999995
270,0.1,-0.0060799999999999995
280,0.1,-0.0060799999999999995
290,0.1,-0.0060799999999999995
300,0.1,-0.0060799999999999995
310,0.1,-0.0060799999999999995
320,0.1,-0.0060799999999999995
330,0.1,-0.0060799999999999995
340,0.1,-0.0060799999999999995
350,0.1,-0.0060799999999999995
360,0.1,-0.0060799999999999995
370,0.1,-0.0060799999999999995
380,0.1,-0.0060799999999999995
390,0.1,-0.0060799999999999995
400,0.1,-0.0060799999999999995
410,0.1,-0.0060799999999999995
420,0.1,-0.0060799999999999995
430,0.1,-0.0060799999999999995
440,0.1,-0.0060799999999999995
450,0.1,-0.0060799999999999995
460,0.1,-0.0060799999999999995
470,0.1,-0.0060799999999999995
480,0.1,-0.0060799999999999995
490,0.1,-0.0060799999999999995
500,0.1,-0.0060799999999999995
510,0.1,-0.0060799999999999995
520,0.1,-0.0060799999999999995
530,0.1,-0.0060799999999999995
540,0.1,-0.0060799999999999995
550,0.1,-0.0060799999999999995
560,0.1,-0.0060799999999999995
570,0.1,-0.0060799999999999995
580,0.1,-0.0060799999999999995
590,0.1,-0.0060799999999999995
600,0.1,-0.0060799999999999995
610,0.1,-0.0060799999999999995
620,0.1,-0.0060799999999999995
630,0.1,-0.0060799999999999995
640,0.1,-0.0060799999999999995
650,0.1,-0.0060799999999999995
660,0.1,-0.0060799999999999995
670,0.1,-0.0060799999999999995
680,0.1,-0.0060799999999999995
690,0.1,-0.0060799999999999995
700,0.1,-0.0060799999999999995
710,0.1,-0.0060799999999999995
720,0.1,-0.0060799999999999995
730,0.1,-0.0060799999999999995
740,0.1,-0.0060799999999999995
750,0.1,-0.0060799999999999995
760,0.1,-0.0060799999999999995
770,0.1,-0.0060799999999999995
780,0.1,-0.0060799999999999995
790,0.1,-0.0060799999999999995
800,0.1,-0.0060799999999999995
810,0.1,-0.0060799999999999995
820,0.1,-0.0060799999999999995
830,0.1,-0.0060799999999999995
840,0.1,-0.0060799999999999995
850,0.1,-0.0060799999999999995
860,0.1,-0.0060799999999999995
870,0.1,-0.0060799999999999995
880,0.1,-0.0060799999999999995
890,0.1,-0.0060799999999999995
900,0.1,-0.0060799999999999995
910,0.1,-0.0060799999999999995
920,0.1,-0.0060799999999999995
930,0.1,-0.0060799999999999995
940,0.1,-0.0060799999999999995
950,0.1,-0.0060799999999999995
960,0.1,-0.0060799999999999995
970,0.1,-0.0060799999999999995
980,0.1,-0.0060799999999999995
990,0.1,-0.0060799999999999995
1000,0.1,-0.0060799999999999995
